ResponseId;AnswerId;ModuleId;Value;DateTime
4771;7;6;1;24.03.2017 15:51
4772;10;6;1;24.03.2017 15:51
4773;14;6;1;24.03.2017 15:51
4774;18;6;1;24.03.2017 15:51
4775;22;6;1;24.03.2017 15:51
4776;27;6;1;24.03.2017 15:51
4777;31;6;1;24.03.2017 15:51
4778;34;6;1;24.03.2017 15:51
4779;38;6;1;24.03.2017 15:51
4780;42;6;1;24.03.2017 15:51
4781;47;6;1;24.03.2017 15:51
4782;50;6;5;24.03.2017 15:51
4783;51;6;9;24.03.2017 15:51
4784;52;6;10;24.03.2017 15:51
4785;1;6;1;24.03.2017 15:51
4786;4;6;1;24.03.2017 15:51
4787;9;6;1;24.03.2017 15:51
4788;11;6;1;24.03.2017 15:51
4789;13;6;1;24.03.2017 15:51
4790;19;6;1;24.03.2017 15:51
4791;23;6;1;24.03.2017 15:51
4792;27;6;1;24.03.2017 15:51
4793;30;6;1;24.03.2017 15:51
4794;34;6;1;24.03.2017 15:51
4795;38;6;1;24.03.2017 15:51
4796;42;6;1;24.03.2017 15:51
4797;46;6;1;24.03.2017 15:51
4798;50;6;2;24.03.2017 15:51
4799;51;6;10;24.03.2017 15:51
4800;52;6;10;24.03.2017 15:51
4801;1;6;1;24.03.2017 15:52
4802;4;6;1;24.03.2017 15:52
4803;7;6;1;24.03.2017 15:52
4804;10;6;1;24.03.2017 15:52
4805;13;6;1;24.03.2017 15:52
4806;18;6;1;24.03.2017 15:52
4807;22;6;1;24.03.2017 15:52
4808;26;6;1;24.03.2017 15:52
4809;30;6;1;24.03.2017 15:52
4810;34;6;1;24.03.2017 15:52
4811;38;6;1;24.03.2017 15:52
4812;42;6;1;24.03.2017 15:52
4813;46;6;1;24.03.2017 15:52
4814;50;6;9;24.03.2017 15:52
4815;51;6;9;24.03.2017 15:52
4816;52;6;9;24.03.2017 15:52
4817;1;6;1;24.03.2017 15:53
4818;4;6;1;24.03.2017 15:53
4819;7;6;1;24.03.2017 15:53
4820;10;6;1;24.03.2017 15:53
4821;14;6;1;24.03.2017 15:53
4822;18;6;1;24.03.2017 15:53
4823;23;6;1;24.03.2017 15:53
4824;26;6;1;24.03.2017 15:53
4825;30;6;1;24.03.2017 15:53
4826;34;6;1;24.03.2017 15:53
4827;38;6;1;24.03.2017 15:53
4828;42;6;1;24.03.2017 15:53
4829;46;6;1;24.03.2017 15:53
4830;50;6;8;24.03.2017 15:53
4831;51;6;10;24.03.2017 15:53
4832;52;6;9;24.03.2017 15:53
4833;1;6;1;24.03.2017 15:53
4834;4;6;1;24.03.2017 15:53
4835;7;6;1;24.03.2017 15:53
4836;10;6;1;24.03.2017 15:53
4837;13;6;1;24.03.2017 15:53
4838;18;6;1;24.03.2017 15:53
4839;22;6;1;24.03.2017 15:53
4840;27;6;1;24.03.2017 15:53
4841;32;6;1;24.03.2017 15:53
4842;35;6;1;24.03.2017 15:53
4843;39;6;1;24.03.2017 15:53
4844;42;6;1;24.03.2017 15:53
4845;46;6;1;24.03.2017 15:53
4846;50;6;8;24.03.2017 15:53
4847;51;6;10;24.03.2017 15:53
4848;52;6;10;24.03.2017 15:53
4849;1;6;1;24.03.2017 15:53
4850;4;6;1;24.03.2017 15:53
4851;7;6;1;24.03.2017 15:53
4852;10;6;1;24.03.2017 15:53
4853;13;6;1;24.03.2017 15:53
4854;18;6;1;24.03.2017 15:53
4855;22;6;1;24.03.2017 15:53
4856;26;6;1;24.03.2017 15:53
4857;30;6;1;24.03.2017 15:53
4858;34;6;1;24.03.2017 15:53
4859;38;6;1;24.03.2017 15:53
4860;42;6;1;24.03.2017 15:53
4861;46;6;1;24.03.2017 15:53
4862;50;6;6;24.03.2017 15:53
4863;51;6;9;24.03.2017 15:53
4864;52;6;10;24.03.2017 15:53
4865;1;6;1;24.03.2017 16:04
4866;4;6;1;24.03.2017 16:04
4867;7;6;1;24.03.2017 16:04
4868;10;6;1;24.03.2017 16:04
4869;14;6;1;24.03.2017 16:04
4870;18;6;1;24.03.2017 16:04
4871;23;6;1;24.03.2017 16:04
4872;27;6;1;24.03.2017 16:04
4873;31;6;1;24.03.2017 16:04
4874;35;6;1;24.03.2017 16:04
4875;38;6;1;24.03.2017 16:04
4876;42;6;1;24.03.2017 16:04
4877;46;6;1;24.03.2017 16:04
4878;50;6;5;24.03.2017 16:04
4879;51;6;8;24.03.2017 16:04
4880;52;6;9;24.03.2017 16:04
4881;1;1;1;31.03.2017 16:06
4882;4;1;1;31.03.2017 16:06
4883;7;1;1;31.03.2017 16:06
4884;10;1;1;31.03.2017 16:06
4885;13;1;1;31.03.2017 16:06
4886;18;1;1;31.03.2017 16:06
4887;22;1;1;31.03.2017 16:06
4888;27;1;1;31.03.2017 16:06
4889;31;1;1;31.03.2017 16:06
4890;34;1;1;31.03.2017 16:06
4891;38;1;1;31.03.2017 16:06
4892;42;1;1;31.03.2017 16:06
4893;46;1;1;31.03.2017 16:06
4894;50;1;7;31.03.2017 16:06
4895;51;1;8;31.03.2017 16:06
4896;52;1;10;31.03.2017 16:06
4897;1;1;1;31.03.2017 16:09
4898;4;1;1;31.03.2017 16:09
4899;9;1;1;31.03.2017 16:09
4900;11;1;1;31.03.2017 16:09
4901;13;1;1;31.03.2017 16:09
4902;18;1;1;31.03.2017 16:09
4903;23;1;1;31.03.2017 16:09
4904;27;1;1;31.03.2017 16:09
4905;31;1;1;31.03.2017 16:09
4906;34;1;1;31.03.2017 16:09
4907;38;1;1;31.03.2017 16:09
4908;42;1;1;31.03.2017 16:09
4909;47;1;1;31.03.2017 16:09
4910;50;1;7;31.03.2017 16:09
4911;51;1;9;31.03.2017 16:09
4912;52;1;10;31.03.2017 16:09
4913;1;1;1;31.03.2017 16:11
4914;4;1;1;31.03.2017 16:11
4915;7;1;1;31.03.2017 16:11
4916;11;1;1;31.03.2017 16:11
4917;13;1;1;31.03.2017 16:11
4918;18;1;1;31.03.2017 16:11
4919;22;1;1;31.03.2017 16:11
4920;27;1;1;31.03.2017 16:11
4921;31;1;1;31.03.2017 16:11
4922;34;1;1;31.03.2017 16:11
4923;38;1;1;31.03.2017 16:11
4924;42;1;1;31.03.2017 16:11
4925;46;1;1;31.03.2017 16:11
4926;50;1;9;31.03.2017 16:11
4927;51;1;9;31.03.2017 16:11
4928;52;1;10;31.03.2017 16:11
4929;2;1;1;31.03.2017 16:27
4930;4;1;1;31.03.2017 16:27
4931;7;1;1;31.03.2017 16:27
4932;11;1;1;31.03.2017 16:27
4933;14;1;1;31.03.2017 16:27
4934;18;1;1;31.03.2017 16:27
4935;23;1;1;31.03.2017 16:27
4936;27;1;1;31.03.2017 16:27
4937;31;1;1;31.03.2017 16:27
4938;35;1;1;31.03.2017 16:27
4939;39;1;1;31.03.2017 16:27
4940;42;1;1;31.03.2017 16:27
4941;46;1;1;31.03.2017 16:27
4942;50;1;6;31.03.2017 16:27
4943;51;1;9;31.03.2017 16:27
4944;52;1;9;31.03.2017 16:27
4945;2;1;1;31.03.2017 16:34
4946;5;1;1;31.03.2017 16:34
4947;7;1;1;31.03.2017 16:34
4948;11;1;1;31.03.2017 16:34
4949;14;1;1;31.03.2017 16:34
4950;18;1;1;31.03.2017 16:34
4951;23;1;1;31.03.2017 16:34
4952;27;1;1;31.03.2017 16:34
4953;31;1;1;31.03.2017 16:34
4954;34;1;1;31.03.2017 16:34
4955;38;1;1;31.03.2017 16:34
4956;42;1;1;31.03.2017 16:34
4957;47;1;1;31.03.2017 16:34
4958;50;1;2;31.03.2017 16:34
4959;51;1;8;31.03.2017 16:34
4960;52;1;7;31.03.2017 16:34
4961;1;1;1;31.03.2017 16:37
4962;4;1;1;31.03.2017 16:37
4963;7;1;1;31.03.2017 16:37
4964;11;1;1;31.03.2017 16:37
4965;14;1;1;31.03.2017 16:37
4966;18;1;1;31.03.2017 16:37
4967;23;1;1;31.03.2017 16:37
4968;27;1;1;31.03.2017 16:37
4969;31;1;1;31.03.2017 16:37
4970;34;1;1;31.03.2017 16:37
4971;38;1;1;31.03.2017 16:37
4972;42;1;1;31.03.2017 16:37
4973;46;1;1;31.03.2017 16:37
4974;50;1;3;31.03.2017 16:37
4975;51;1;9;31.03.2017 16:37
4976;52;1;8;31.03.2017 16:37
4977;1;1;1;31.03.2017 16:39
4978;4;1;1;31.03.2017 16:39
4979;7;1;1;31.03.2017 16:39
4980;10;1;1;31.03.2017 16:39
4981;14;1;1;31.03.2017 16:39
4982;18;1;1;31.03.2017 16:39
4983;22;1;1;31.03.2017 16:39
4984;26;1;1;31.03.2017 16:39
4985;30;1;1;31.03.2017 16:39
4986;35;1;1;31.03.2017 16:39
4987;38;1;1;31.03.2017 16:39
4988;42;1;1;31.03.2017 16:39
4989;46;1;1;31.03.2017 16:39
4990;50;1;7;31.03.2017 16:39
4991;51;1;10;31.03.2017 16:39
4992;52;1;10;31.03.2017 16:39
4993;2;1;1;31.03.2017 16:42
4994;4;1;1;31.03.2017 16:42
4995;7;1;1;31.03.2017 16:42
4996;11;1;1;31.03.2017 16:42
4997;14;1;1;31.03.2017 16:42
4998;19;1;1;31.03.2017 16:42
4999;23;1;1;31.03.2017 16:42
5000;27;1;1;31.03.2017 16:42
5001;31;1;1;31.03.2017 16:42
5002;34;1;1;31.03.2017 16:42
5003;39;1;1;31.03.2017 16:42
5004;43;1;1;31.03.2017 16:42
5005;47;1;1;31.03.2017 16:42
5006;50;1;3;31.03.2017 16:42
5007;51;1;8;31.03.2017 16:42
5008;52;1;9;31.03.2017 16:42
5009;1;1;1;31.03.2017 16:42
5010;4;1;1;31.03.2017 16:42
5011;9;1;1;31.03.2017 16:42
5012;10;1;1;31.03.2017 16:42
5013;13;1;1;31.03.2017 16:42
5014;18;1;1;31.03.2017 16:42
5015;23;1;1;31.03.2017 16:42
5016;27;1;1;31.03.2017 16:42
5017;31;1;1;31.03.2017 16:42
5018;35;1;1;31.03.2017 16:42
5019;38;1;1;31.03.2017 16:42
5020;42;1;1;31.03.2017 16:42
5021;46;1;1;31.03.2017 16:42
5022;50;1;9;31.03.2017 16:42
5023;51;1;10;31.03.2017 16:42
5024;52;1;9;31.03.2017 16:42
5025;1;1;1;31.03.2017 16:43
5026;4;1;1;31.03.2017 16:43
5027;7;1;1;31.03.2017 16:43
5028;10;1;1;31.03.2017 16:43
5029;13;1;1;31.03.2017 16:43
5030;18;1;1;31.03.2017 16:43
5031;23;1;1;31.03.2017 16:43
5032;27;1;1;31.03.2017 16:43
5033;31;1;1;31.03.2017 16:43
5034;34;1;1;31.03.2017 16:43
5035;38;1;1;31.03.2017 16:43
5036;42;1;1;31.03.2017 16:43
5037;47;1;1;31.03.2017 16:43
5038;50;1;4;31.03.2017 16:43
5039;51;1;6;31.03.2017 16:43
5040;52;1;6;31.03.2017 16:43
5041;1;1;1;31.03.2017 16:45
5042;4;1;1;31.03.2017 16:45
5043;7;1;1;31.03.2017 16:45
5044;11;1;1;31.03.2017 16:45
5045;13;1;1;31.03.2017 16:45
5046;18;1;1;31.03.2017 16:45
5047;22;1;1;31.03.2017 16:45
5048;27;1;1;31.03.2017 16:45
5049;31;1;1;31.03.2017 16:45
5050;34;1;1;31.03.2017 16:45
5051;38;1;1;31.03.2017 16:45
5052;42;1;1;31.03.2017 16:45
5053;46;1;1;31.03.2017 16:45
5054;50;1;8;31.03.2017 16:45
5055;51;1;10;31.03.2017 16:45
5056;52;1;9;31.03.2017 16:45
5057;1;1;1;31.03.2017 16:54
5058;4;1;1;31.03.2017 16:54
5059;7;1;1;31.03.2017 16:54
5060;11;1;1;31.03.2017 16:54
5061;13;1;1;31.03.2017 16:54
5062;18;1;1;31.03.2017 16:54
5063;24;1;1;31.03.2017 16:54
5064;27;1;1;31.03.2017 16:54
5065;31;1;1;31.03.2017 16:54
5066;34;1;1;31.03.2017 16:54
5067;38;1;1;31.03.2017 16:54
5068;42;1;1;31.03.2017 16:54
5069;46;1;1;31.03.2017 16:54
5070;50;1;3;31.03.2017 16:54
5071;51;1;9;31.03.2017 16:54
5072;52;1;10;31.03.2017 16:54
5073;1;1;1;31.03.2017 17:04
5074;4;1;1;31.03.2017 17:04
5075;7;1;1;31.03.2017 17:04
5076;10;1;1;31.03.2017 17:04
5077;13;1;1;31.03.2017 17:04
5078;18;1;1;31.03.2017 17:04
5079;22;1;1;31.03.2017 17:04
5080;26;1;1;31.03.2017 17:04
5081;30;1;1;31.03.2017 17:04
5082;34;1;1;31.03.2017 17:04
5083;38;1;1;31.03.2017 17:04
5084;42;1;1;31.03.2017 17:04
5085;46;1;1;31.03.2017 17:04
5086;50;1;10;31.03.2017 17:04
5087;51;1;10;31.03.2017 17:04
5088;52;1;10;31.03.2017 17:04
5089;1;5;1;13.04.2017 13:46
5090;4;5;1;13.04.2017 13:46
5091;7;5;1;13.04.2017 13:46
5092;10;5;1;13.04.2017 13:46
5093;13;5;1;13.04.2017 13:46
5094;18;5;1;13.04.2017 13:46
5095;23;5;1;13.04.2017 13:46
5096;27;5;1;13.04.2017 13:46
5097;31;5;1;13.04.2017 13:46
5098;34;5;1;13.04.2017 13:46
5099;38;5;1;13.04.2017 13:46
5100;42;5;1;13.04.2017 13:46
5101;46;5;1;13.04.2017 13:46
5102;50;5;10;13.04.2017 13:46
5103;51;5;10;13.04.2017 13:46
5104;52;5;10;13.04.2017 13:46
5105;1;5;1;13.04.2017 13:46
5106;5;5;1;13.04.2017 13:46
5107;9;5;1;13.04.2017 13:46
5108;11;5;1;13.04.2017 13:46
5109;13;5;1;13.04.2017 13:46
5110;18;5;1;13.04.2017 13:46
5111;23;5;1;13.04.2017 13:46
5112;27;5;1;13.04.2017 13:46
5113;31;5;1;13.04.2017 13:46
5114;35;5;1;13.04.2017 13:46
5115;38;5;1;13.04.2017 13:46
5116;42;5;1;13.04.2017 13:46
5117;47;5;1;13.04.2017 13:46
5118;50;5;6;13.04.2017 13:46
5119;51;5;8;13.04.2017 13:46
5120;52;5;6;13.04.2017 13:46
5121;2;5;1;13.04.2017 13:46
5122;4;5;1;13.04.2017 13:46
5123;7;5;1;13.04.2017 13:46
5124;11;5;1;13.04.2017 13:46
5125;14;5;1;13.04.2017 13:46
5126;18;5;1;13.04.2017 13:46
5127;23;5;1;13.04.2017 13:46
5128;27;5;1;13.04.2017 13:46
5129;30;5;1;13.04.2017 13:46
5130;35;5;1;13.04.2017 13:46
5131;38;5;1;13.04.2017 13:46
5132;42;5;1;13.04.2017 13:46
5133;47;5;1;13.04.2017 13:46
5134;50;5;9;13.04.2017 13:46
5135;51;5;7;13.04.2017 13:46
5136;52;5;8;13.04.2017 13:46
5137;2;5;1;13.04.2017 13:46
5138;5;5;1;13.04.2017 13:46
5139;7;5;1;13.04.2017 13:46
5140;10;5;1;13.04.2017 13:46
5141;13;5;1;13.04.2017 13:46
5142;18;5;1;13.04.2017 13:46
5143;22;5;1;13.04.2017 13:46
5144;27;5;1;13.04.2017 13:46
5145;30;5;1;13.04.2017 13:46
5146;35;5;1;13.04.2017 13:46
5147;39;5;1;13.04.2017 13:46
5148;43;5;1;13.04.2017 13:46
5149;48;5;1;13.04.2017 13:46
5150;50;5;5;13.04.2017 13:46
5151;51;5;10;13.04.2017 13:46
5152;52;5;10;13.04.2017 13:46
5153;1;5;1;13.04.2017 13:46
5154;4;5;1;13.04.2017 13:46
5155;9;5;1;13.04.2017 13:46
5156;11;5;1;13.04.2017 13:46
5157;14;5;1;13.04.2017 13:46
5158;18;5;1;13.04.2017 13:46
5159;23;5;1;13.04.2017 13:46
5160;27;5;1;13.04.2017 13:46
5161;31;5;1;13.04.2017 13:46
5162;35;5;1;13.04.2017 13:46
5163;39;5;1;13.04.2017 13:46
5164;43;5;1;13.04.2017 13:46
5165;47;5;1;13.04.2017 13:46
5166;50;5;5;13.04.2017 13:46
5167;51;5;7;13.04.2017 13:46
5168;52;5;7;13.04.2017 13:46
5169;1;5;1;13.04.2017 13:46
5170;4;5;1;13.04.2017 13:46
5171;8;5;1;13.04.2017 13:46
5172;11;5;1;13.04.2017 13:46
5173;13;5;1;13.04.2017 13:46
5174;18;5;1;13.04.2017 13:46
5175;23;5;1;13.04.2017 13:46
5176;27;5;1;13.04.2017 13:46
5177;31;5;1;13.04.2017 13:46
5178;35;5;1;13.04.2017 13:46
5179;38;5;1;13.04.2017 13:46
5180;42;5;1;13.04.2017 13:46
5181;47;5;1;13.04.2017 13:46
5182;50;5;5;13.04.2017 13:46
5183;51;5;9;13.04.2017 13:46
5184;52;5;10;13.04.2017 13:46
5185;1;5;1;13.04.2017 13:46
5186;4;5;1;13.04.2017 13:46
5187;7;5;1;13.04.2017 13:46
5188;10;5;1;13.04.2017 13:46
5189;14;5;1;13.04.2017 13:46
5190;18;5;1;13.04.2017 13:46
5191;22;5;1;13.04.2017 13:46
5192;27;5;1;13.04.2017 13:46
5193;30;5;1;13.04.2017 13:46
5194;34;5;1;13.04.2017 13:46
5195;38;5;1;13.04.2017 13:46
5196;42;5;1;13.04.2017 13:46
5197;46;5;1;13.04.2017 13:46
5198;50;5;10;13.04.2017 13:46
5199;51;5;9;13.04.2017 13:46
5200;52;5;10;13.04.2017 13:46
5201;2;5;1;13.04.2017 13:47
5202;5;5;1;13.04.2017 13:47
5203;9;5;1;13.04.2017 13:47
5204;11;5;1;13.04.2017 13:47
5205;13;5;1;13.04.2017 13:47
5206;18;5;1;13.04.2017 13:47
5207;23;5;1;13.04.2017 13:47
5208;27;5;1;13.04.2017 13:47
5209;31;5;1;13.04.2017 13:47
5210;34;5;1;13.04.2017 13:47
5211;38;5;1;13.04.2017 13:47
5212;42;5;1;13.04.2017 13:47
5213;47;5;1;13.04.2017 13:47
5214;50;5;5;13.04.2017 13:47
5215;51;5;7;13.04.2017 13:47
5216;52;5;9;13.04.2017 13:47
5217;1;5;1;13.04.2017 13:47
5218;4;5;1;13.04.2017 13:47
5219;9;5;1;13.04.2017 13:47
5220;10;5;1;13.04.2017 13:47
5221;14;5;1;13.04.2017 13:47
5222;18;5;1;13.04.2017 13:47
5223;22;5;1;13.04.2017 13:47
5224;27;5;1;13.04.2017 13:47
5225;31;5;1;13.04.2017 13:47
5226;35;5;1;13.04.2017 13:47
5227;38;5;1;13.04.2017 13:47
5228;42;5;1;13.04.2017 13:47
5229;46;5;1;13.04.2017 13:47
5230;50;5;9;13.04.2017 13:47
5231;51;5;8;13.04.2017 13:47
5232;52;5;9;13.04.2017 13:47
5233;1;5;1;13.04.2017 13:47
5234;4;5;1;13.04.2017 13:47
5235;8;5;1;13.04.2017 13:47
5236;10;5;1;13.04.2017 13:47
5237;14;5;1;13.04.2017 13:47
5238;19;5;1;13.04.2017 13:47
5239;23;5;1;13.04.2017 13:47
5240;27;5;1;13.04.2017 13:47
5241;32;5;1;13.04.2017 13:47
5242;36;5;1;13.04.2017 13:47
5243;38;5;1;13.04.2017 13:47
5244;42;5;1;13.04.2017 13:47
5245;47;5;1;13.04.2017 13:47
5246;50;5;8;13.04.2017 13:47
5247;51;5;6;13.04.2017 13:47
5248;52;5;7;13.04.2017 13:47
5249;1;5;1;13.04.2017 13:47
5250;4;5;1;13.04.2017 13:47
5251;9;5;1;13.04.2017 13:47
5252;11;5;1;13.04.2017 13:47
5253;14;5;1;13.04.2017 13:47
5254;18;5;1;13.04.2017 13:47
5255;23;5;1;13.04.2017 13:47
5256;27;5;1;13.04.2017 13:47
5257;31;5;1;13.04.2017 13:47
5258;35;5;1;13.04.2017 13:47
5259;38;5;1;13.04.2017 13:47
5260;43;5;1;13.04.2017 13:47
5261;47;5;1;13.04.2017 13:47
5262;50;5;6;13.04.2017 13:47
5263;51;5;8;13.04.2017 13:47
5264;52;5;8;13.04.2017 13:47
5265;1;5;1;13.04.2017 15:24
5266;4;5;1;13.04.2017 15:24
5267;8;5;1;13.04.2017 15:24
5268;10;5;1;13.04.2017 15:24
5269;13;5;1;13.04.2017 15:24
5270;18;5;1;13.04.2017 15:24
5271;22;5;1;13.04.2017 15:24
5272;27;5;1;13.04.2017 15:24
5273;31;5;1;13.04.2017 15:24
5274;34;5;1;13.04.2017 15:24
5275;38;5;1;13.04.2017 15:24
5276;42;5;1;13.04.2017 15:24
5277;46;5;1;13.04.2017 15:24
5278;50;5;10;13.04.2017 15:24
5279;51;5;8;13.04.2017 15:24
5280;52;5;9;13.04.2017 15:24
5281;1;5;1;13.04.2017 15:25
5282;4;5;1;13.04.2017 15:25
5283;7;5;1;13.04.2017 15:25
5284;11;5;1;13.04.2017 15:25
5285;13;5;1;13.04.2017 15:25
5286;18;5;1;13.04.2017 15:25
5287;24;5;1;13.04.2017 15:25
5288;27;5;1;13.04.2017 15:25
5289;32;5;1;13.04.2017 15:25
5290;34;5;1;13.04.2017 15:25
5291;38;5;1;13.04.2017 15:25
5292;42;5;1;13.04.2017 15:25
5293;47;5;1;13.04.2017 15:25
5294;50;5;8;13.04.2017 15:25
5295;51;5;8;13.04.2017 15:25
5296;52;5;9;13.04.2017 15:25
5297;1;5;1;13.04.2017 15:25
5298;4;5;1;13.04.2017 15:25
5299;7;5;1;13.04.2017 15:25
5300;11;5;1;13.04.2017 15:25
5301;14;5;1;13.04.2017 15:25
5302;18;5;1;13.04.2017 15:25
5303;23;5;1;13.04.2017 15:25
5304;27;5;1;13.04.2017 15:25
5305;32;5;1;13.04.2017 15:25
5306;35;5;1;13.04.2017 15:25
5307;38;5;1;13.04.2017 15:25
5308;42;5;1;13.04.2017 15:25
5309;46;5;1;13.04.2017 15:25
5310;50;5;9;13.04.2017 15:25
5311;51;5;10;13.04.2017 15:25
5312;52;5;9;13.04.2017 15:25
5313;1;5;1;13.04.2017 15:25
5314;4;5;1;13.04.2017 15:25
5315;7;5;1;13.04.2017 15:25
5316;10;5;1;13.04.2017 15:25
5317;13;5;1;13.04.2017 15:25
5318;19;5;1;13.04.2017 15:25
5319;22;5;1;13.04.2017 15:25
5320;27;5;1;13.04.2017 15:25
5321;31;5;1;13.04.2017 15:25
5322;34;5;1;13.04.2017 15:25
5323;38;5;1;13.04.2017 15:25
5324;42;5;1;13.04.2017 15:25
5325;47;5;1;13.04.2017 15:25
5326;50;5;10;13.04.2017 15:25
5327;51;5;10;13.04.2017 15:25
5328;52;5;9;13.04.2017 15:25
5329;1;5;1;13.04.2017 15:25
5330;4;5;1;13.04.2017 15:25
5331;7;5;1;13.04.2017 15:25
5332;10;5;1;13.04.2017 15:25
5333;13;5;1;13.04.2017 15:25
5334;18;5;1;13.04.2017 15:25
5335;23;5;1;13.04.2017 15:25
5336;27;5;1;13.04.2017 15:25
5337;31;5;1;13.04.2017 15:25
5338;34;5;1;13.04.2017 15:25
5339;38;5;1;13.04.2017 15:25
5340;42;5;1;13.04.2017 15:25
5341;46;5;1;13.04.2017 15:25
5342;50;5;10;13.04.2017 15:25
5343;51;5;8;13.04.2017 15:25
5344;52;5;9;13.04.2017 15:25
5345;1;5;1;13.04.2017 15:25
5346;4;5;1;13.04.2017 15:25
5347;7;5;1;13.04.2017 15:25
5348;10;5;1;13.04.2017 15:25
5349;13;5;1;13.04.2017 15:25
5350;18;5;1;13.04.2017 15:25
5351;23;5;1;13.04.2017 15:25
5352;27;5;1;13.04.2017 15:25
5353;32;5;1;13.04.2017 15:25
5354;34;5;1;13.04.2017 15:25
5355;38;5;1;13.04.2017 15:25
5356;42;5;1;13.04.2017 15:25
5357;46;5;1;13.04.2017 15:25
5358;50;5;10;13.04.2017 15:25
5359;51;5;10;13.04.2017 15:25
5360;52;5;10;13.04.2017 15:25
5361;1;5;1;13.04.2017 15:26
5362;4;5;1;13.04.2017 15:26
5363;9;5;1;13.04.2017 15:26
5364;10;5;1;13.04.2017 15:26
5365;14;5;1;13.04.2017 15:26
5366;18;5;1;13.04.2017 15:26
5367;24;5;1;13.04.2017 15:26
5368;27;5;1;13.04.2017 15:26
5369;31;5;1;13.04.2017 15:26
5370;35;5;1;13.04.2017 15:26
5371;38;5;1;13.04.2017 15:26
5372;42;5;1;13.04.2017 15:26
5373;46;5;1;13.04.2017 15:26
5374;50;5;10;13.04.2017 15:26
5375;51;5;7;13.04.2017 15:26
5376;52;5;10;13.04.2017 15:26
5377;1;5;1;13.04.2017 15:26
5378;4;5;1;13.04.2017 15:26
5379;7;5;1;13.04.2017 15:26
5380;10;5;1;13.04.2017 15:26
5381;13;5;1;13.04.2017 15:26
5382;18;5;1;13.04.2017 15:26
5383;23;5;1;13.04.2017 15:26
5384;27;5;1;13.04.2017 15:26
5385;31;5;1;13.04.2017 15:26
5386;35;5;1;13.04.2017 15:26
5387;38;5;1;13.04.2017 15:26
5388;42;5;1;13.04.2017 15:26
5389;46;5;1;13.04.2017 15:26
5390;50;5;9;13.04.2017 15:26
5391;51;5;10;13.04.2017 15:26
5392;52;5;9;13.04.2017 15:26
5393;2;5;1;13.04.2017 15:26
5394;4;5;1;13.04.2017 15:26
5395;9;5;1;13.04.2017 15:26
5396;11;5;1;13.04.2017 15:26
5397;14;5;1;13.04.2017 15:26
5398;18;5;1;13.04.2017 15:26
5399;23;5;1;13.04.2017 15:26
5400;27;5;1;13.04.2017 15:26
5401;31;5;1;13.04.2017 15:26
5402;35;5;1;13.04.2017 15:26
5403;39;5;1;13.04.2017 15:26
5404;42;5;1;13.04.2017 15:26
5405;46;5;1;13.04.2017 15:26
5406;50;5;6;13.04.2017 15:26
5407;51;5;7;13.04.2017 15:26
5408;52;5;7;13.04.2017 15:26
5409;2;8;1;13.04.2017 15:26
5410;4;8;1;13.04.2017 15:26
5411;9;8;1;13.04.2017 15:26
5412;10;8;1;13.04.2017 15:26
5413;13;8;1;13.04.2017 15:26
5414;18;8;1;13.04.2017 15:26
5415;22;8;1;13.04.2017 15:26
5416;26;8;1;13.04.2017 15:26
5417;31;8;1;13.04.2017 15:26
5418;34;8;1;13.04.2017 15:26
5419;38;8;1;13.04.2017 15:26
5420;42;8;1;13.04.2017 15:26
5421;46;8;1;13.04.2017 15:26
5422;50;8;4;13.04.2017 15:26
5423;51;8;8;13.04.2017 15:26
5424;52;8;9;13.04.2017 15:26
5425;1;5;1;13.04.2017 15:27
5426;4;5;1;13.04.2017 15:27
5427;7;5;1;13.04.2017 15:27
5428;10;5;1;13.04.2017 15:27
5429;13;5;1;13.04.2017 15:27
5430;18;5;1;13.04.2017 15:27
5431;22;5;1;13.04.2017 15:27
5432;27;5;1;13.04.2017 15:27
5433;31;5;1;13.04.2017 15:27
5434;34;5;1;13.04.2017 15:27
5435;38;5;1;13.04.2017 15:27
5436;42;5;1;13.04.2017 15:27
5437;46;5;1;13.04.2017 15:27
5438;50;5;10;13.04.2017 15:27
5439;51;5;8;13.04.2017 15:27
5440;52;5;10;13.04.2017 15:27
5441;1;5;1;13.04.2017 15:28
5442;4;5;1;13.04.2017 15:28
5443;7;5;1;13.04.2017 15:28
5444;10;5;1;13.04.2017 15:28
5445;14;5;1;13.04.2017 15:28
5446;18;5;1;13.04.2017 15:28
5447;22;5;1;13.04.2017 15:28
5448;27;5;1;13.04.2017 15:28
5449;31;5;1;13.04.2017 15:28
5450;34;5;1;13.04.2017 15:28
5451;39;5;1;13.04.2017 15:28
5452;42;5;1;13.04.2017 15:28
5453;46;5;1;13.04.2017 15:28
5454;50;5;7;13.04.2017 15:28
5455;51;5;7;13.04.2017 15:28
5456;52;5;7;13.04.2017 15:28
5457;1;7;1;21.04.2017 17:07
5458;4;7;1;21.04.2017 17:07
5459;7;7;1;21.04.2017 17:07
5460;11;7;1;21.04.2017 17:07
5461;13;7;1;21.04.2017 17:07
5462;18;7;1;21.04.2017 17:07
5463;23;7;1;21.04.2017 17:07
5464;26;7;1;21.04.2017 17:07
5465;30;7;1;21.04.2017 17:07
5466;34;7;1;21.04.2017 17:07
5467;38;7;1;21.04.2017 17:07
5468;42;7;1;21.04.2017 17:07
